-0.0802,1.2436,-0.4465,48.9
-0.6014,-0.2924,0.1543,48.9
1.0138,-1.3353,0.0944,48.7
1.0138,-1.3353,0.0944,48.7
0.6429,1.3103,0.3813,48.7
-0.1359,1.6191,0.8443,48.7
0.8987,1.1257,0.2494,48.7
-1.4505,-0.3447,-0.0414,48.7
-1.2449,0.7951,0.0531,48.7
-0.3616,-0.5239,-0.1709,48.7
0.5502,1.5671,0.6182,48.6
-0.0692,0.937,0.0669,48.6
-0.0692,0.937,0.0669,48.6
0.4712,1.1913,0.3101,48.5
0.5347,-0.9768,0.2156,48.3
0.0256,1.4693,1.0,48.2
0.1094,1.6834,0.4088,48.2
-0.5089,1.268,0.9084,48.2
-0.7991,0.9617,-0.5826,48.1
-0.6026,-0.8371,0.2657,47.9
1.255,-0.9203,0.1007,47.9
-0.7619,-1.3059,1.0208,47.8
-0.8088,-0.7627,0.2084,47.8
-1.5972,-0.503,0.4731,47.7
-0.7917,-0.7658,-0.6166,47.6
-0.9465,1.2617,0.9779,47.6
-0.4684,1.2954,0.7642,47.3
-0.4684,1.2954,0.7642,47.3
0.5355,-1.3373,-0.4854,47.2
-1.2484,-0.0977,0.0906,47.2
1.253,0.6218,0.4177,47.1
-0.7636,0.4277,0.4824,47.1
-0.7636,0.4277,0.4824,47.1
-0.5981,-1.3315,0.6335,47.1
-1.6356,-0.4362,0.2587,47.1
-0.0366,-1.6883,0.151,47.0
-0.9007,1.4014,0.0069,46.9
0.1154,-1.5328,1.0258,46.8
0.1154,-1.5328,1.0258,46.8
-1.5037,0.2501,0.83,46.8
-1.3247,0.6391,0.8231,46.7
-0.7809,-1.1019,-0.0622,46.6
-0.9859,0.2583,-0.613,46.6
-0.7287,0.9964,-0.4249,46.3
-0.2511,-1.4443,0.8441,46.0
0.5692,1.5282,0.5226,45.9
0.7335,-1.3461,1.0059,45.8
-1.028,0.1781,-0.2533,45.8
-1.028,0.1781,-0.2533,45.8
-0.6226,-0.5614,0.3618,45.8
-1.4447,-0.7054,0.1331,45.7
-1.4447,-0.7054,0.1331,45.7
-0.9303,-0.5251,0.2419,45.7
1.4393,-0.6071,0.6702,45.5
0.6172,1.4261,0.9638,45.5
-0.786,1.456,0.4881,45.5
-0.786,1.456,0.4881,45.5
-0.7063,-0.1106,0.4397,45.5
-0.988,-1.1894,-0.0647,45.5
-1.0887,-0.1031,-0.5858,45.2
-0.0474,-1.316,0.8195,45.1
0.1837,0.9617,0.3071,45.1
-0.1448,-1.1221,-0.1411,44.8
0.6298,-0.7348,-0.0274,44.8
0.1838,-1.664,0.4013,44.6
-0.2538,-1.6372,0.5048,44.6
-0.0119,1.647,0.7025,44.5
-0.9714,0.61,-0.1026,44.4
-1.5087,-0.2654,0.194,44.3
0.3794,0.6476,0.1974,44.3
1.3204,0.9176,0.755,43.6
-1.2164,-0.3908,0.8516,43.5
0.7873,-1.371,0.3413,43.0
-0.7349,1.2389,0.309,43.0
-0.8904,1.2963,0.0143,43.0
-0.8904,1.2963,0.0143,43.0
-0.4054,-1.2072,0.4326,43.0
1.5344,0.4745,0.8023,43.0
-0.8298,-1.2764,0.1963,43.0
-0.8298,-1.2764,0.1963,43.0
1.541,0.1018,1.0546,42.9
-0.8487,0.3298,0.0006,42.5
0.6717,-1.5181,0.1232,42.4
0.6717,-1.5181,0.1232,42.4
0.6717,-1.5181,0.1232,42.4
-1.1591,1.0457,0.0686,42.0
-1.1064,-1.0829,0.0668,42.0
-1.1064,-1.0829,0.0668,42.0
-1.3283,-0.7527,-0.239,42.0
-0.9426,-0.9161,0.2896,42.0
1.0709,1.2624,0.2217,42.0
1.0709,1.2624,0.2217,42.0
0.9082,1.2725,0.4927,42.0
-0.6035,0.9125,-0.2625,41.9
-1.2926,0.1447,0.189,41.8
-1.3587,-0.3563,0.1068,41.8
-1.3083,0.6035,0.2267,41.8
-1.3083,0.6035,0.2267,41.8
0.109,1.5293,1.0784,41.7
0.109,1.5293,1.0784,41.7
0.3637,1.5685,0.6965,41.1
-0.6817,1.4867,0.3916,41.1
-0.6817,1.4867,0.3916,41.1
-1.0196,-0.0585,0.0504,41.0
1.1175,1.2087,0.5518,41.0
1.1363,1.233,0.0788,40.4
-0.7472,0.694,0.1456,40.3
-0.5642,1.3935,0.4756,39.0
-0.2518,1.505,1.0764,38.9
-1.0904,0.6828,0.1418,38.2
1.322,-0.7521,0.6632,37.5
1.2097,1.0017,0.6087,37.0
-0.1915,-1.6271,0.2778,35.1
-0.5567,1.536,0.6063,35.0
0.5748,-1.5484,0.6038,34.0
0.5748,-1.5484,0.6038,34.0
0.5748,-1.5484,0.6038,34.0
-0.6546,-1.5622,0.2167,30.8
-0.6546,-1.5622,0.2167,30.8
