-0.1042,-1.1384,-0.4044,65.6
0.4543,-1.4806,0.3025,64.0
-0.4427,0.2249,-0.1742,63.7
-0.4427,0.2249,-0.1742,63.7
-0.3975,0.2434,-0.621,63.5
1.1,-0.7288,-0.2624,63.2
-0.2882,0.5692,-0.513,63.1
0.8055,-0.2967,0.3724,63.1
-0.3967,0.223,-0.5687,62.4
0.6954,1.2056,-0.5327,61.0
-0.2507,-0.6654,-0.701,60.7
0.6615,-0.9026,-0.5306,60.3
-0.3651,0.9901,0.5277,60.2
-0.1733,-0.6877,0.1603,59.9
-0.1733,-0.6877,0.1603,59.9
-0.1733,-0.6877,0.1603,59.9
1.0605,-0.7855,0.5879,59.8
1.0605,-0.7855,0.5879,59.8
0.9617,-1.3686,0.5104,59.6
0.567,-0.1738,0.0732,59.3
0.5359,0.8951,-0.5175,59.3
0.7681,0.676,0.1553,59.2
0.7681,0.676,0.1553,59.2
0.0433,-1.5522,-0.314,59.1
-0.7464,0.9517,0.6047,59.1
-1.4114,-0.1636,0.3698,58.9
-0.4532,0.5172,-0.4292,58.9
-0.2502,1.5105,-0.1665,58.9
0.1174,1.0589,-0.1529,58.6
1.319,-0.8624,-0.0559,58.6
-0.517,0.6593,0.2813,58.6
1.0713,1.1262,0.5396,58.3
-0.7417,-0.3311,0.1616,58.2
-0.5452,-0.3068,-0.6197,58.0
0.2845,-1.6339,0.6634,57.7
0.2845,-1.6339,0.6634,57.7
0.6205,-0.6441,0.1902,57.6
-1.2358,-0.3465,0.091,57.6
-0.3978,-0.5111,0.1708,57.4
0.2784,-1.5093,0.1434,57.3
-0.0224,0.6212,-0.5934,57.2
-0.4149,-0.1859,-0.2047,57.2
-0.5777,-0.5545,-0.1664,57.2
0.3342,-1.2743,0.0098,57.0
0.1358,1.6447,0.0547,56.9
-0.1277,0.7778,0.3714,56.8
-0.8853,0.9719,-0.3721,56.6
-0.1123,0.951,0.4803,56.5
0.6821,-0.6394,0.2608,56.4
-0.4594,-0.4329,-0.6091,56.4
0.8707,0.5934,-0.439,56.3
-1.0867,0.4065,0.2722,56.2
0.717,-1.3473,-0.2474,56.2
1.4466,-0.7406,0.3745,56.1
0.4422,0.452,0.2099,56.0
-0.986,-0.2631,0.389,55.8
0.3768,-1.0805,-0.5319,55.8
1.292,-0.5029,0.4292,55.7
0.534,1.0571,0.5712,55.6
-0.1407,-0.9741,-0.0016,55.5
-0.1083,1.6451,0.1013,55.5
0.8243,1.0779,0.1782,55.3
-0.6896,-0.6639,-0.144,55.1
-0.6896,-0.6639,-0.144,55.1
0.5466,-0.7507,0.2084,54.9
0.9821,-1.0634,0.0185,54.9
0.4249,0.4005,0.3215,54.9
-0.2434,0.4833,0.0984,54.9
1.2866,0.7665,0.7713,54.7
-0.7015,-1.337,0.5427,54.7
0.2905,1.5012,1.0446,54.6
1.3298,1.0336,0.2289,54.5
0.9025,-0.5841,0.2556,54.5
0.2818,0.6057,0.037,54.4
-1.6458,-0.3669,0.5499,54.4
-0.7849,0.9949,-0.4934,54.3
-0.9806,0.029,0.0033,54.3
-0.9806,0.029,0.0033,54.3
-0.4218,-1.3439,0.7157,54.3
-0.9891,1.1303,-0.3316,54.2
-0.2994,1.2984,0.4666,54.2
-0.6327,1.5134,-0.1013,53.9
-0.2948,1.0219,-0.5272,53.9
-1.1605,-0.268,-0.3935,53.9
-1.1036,-0.8,-0.5802,53.8
-0.4066,-0.32,-0.256,53.8
-0.4066,-0.32,-0.256,53.8
-1.3028,0.5724,0.8747,53.8
0.1354,-1.2351,0.3771,53.8
0.0912,-1.4889,-0.3117,53.6
0.0912,-1.4889,-0.3117,53.6
0.7828,1.1232,-0.4435,53.6
-1.2706,-0.0547,0.7771,53.6
-0.4788,1.1464,-0.4046,53.5
-0.1871,1.301,0.1364,53.4
0.7486,-1.1312,-0.1378,53.3
-0.8958,0.5831,-0.6963,53.3
-0.8958,0.5831,-0.6963,53.3
-1.0036,0.9109,0.4701,53.3
-1.0036,0.9109,0.4701,53.3
0.4964,1.6014,0.4786,53.0
-1.1321,-0.8107,0.1609,53.0
1.3791,-0.9367,0.6018,53.0
0.0996,0.825,-0.0276,52.8
0.4801,1.0868,0.1787,52.8
-0.7439,-1.5191,0.2936,52.7
0.6525,0.7916,0.3348,52.7
-0.7813,0.8235,0.3739,52.6
-0.4757,0.4323,0.2669,52.5
0.3242,0.6024,-0.4198,52.5
1.3857,0.8865,0.7732,52.4
-0.9864,-0.821,-0.3102,52.3
-0.6771,-0.0017,-0.3417,52.2
-1.0447,0.3545,0.3421,52.2
1.1912,-0.5716,0.8159,52.2
1.1912,-0.5716,0.8159,52.2
0.724,1.4146,0.4888,52.2
-0.2574,1.6297,0.6737,52.2
-0.43,-1.3654,-0.4826,52.1
-0.694,1.5203,0.0539,52.1
-1.1448,0.5701,-0.475,52.0
-0.6885,-1.3249,-0.322,52.0
-0.5543,-1.5605,0.0487,52.0
-0.5454,-0.1444,0.0301,51.9
-0.7316,-0.5865,0.2081,51.8
-0.7316,-0.5865,0.2081,51.8
-0.7316,-0.5865,0.2081,51.8
-0.0289,1.0849,0.2126,51.8
0.7251,1.4189,0.8298,51.8
-0.4979,0.751,0.467,51.7
-0.5746,-0.9095,-0.4744,51.6
-1.5005,0.0523,-0.4091,51.6
0.7185,-1.1543,0.8999,51.6
-1.4788,0.6713,0.3693,51.4
-0.4871,1.0471,-0.2929,51.2
-0.4871,1.0471,-0.2929,51.2
-0.6637,1.2858,0.2078,51.1
-1.4092,0.0061,0.2965,51.1
0.5129,-0.5152,0.3281,51.1
0.1942,-1.0196,-0.6022,51.1
0.0687,1.42,-0.2358,51.1
1.301,-0.9647,0.6592,51.0
0.2798,-0.7911,0.3537,51.0
-0.4222,0.6576,0.3858,50.9
-0.3858,-0.9375,0.1354,50.9
-0.3858,-0.9375,0.1354,50.9
0.7651,-1.2725,0.3289,50.8
-0.3401,-0.8117,0.4002,50.8
-0.5263,0.4836,0.0841,50.7
-0.3621,1.4091,-0.2186,50.7
-1.0701,-0.0236,-0.5887,50.7
-0.4887,0.208,-0.0763,50.6
-0.2281,1.1906,-0.3655,50.6
-0.7039,1.3676,0.2554,50.5
1.1505,0.7985,0.666,50.4
-0.9416,-0.7258,-0.2099,50.4
-0.9416,-0.7258,-0.2099,50.4
-1.3062,-0.439,0.5659,50.2
-0.6179,-0.9955,0.5471,50.2
0.2637,1.6716,0.5053,50.2
-0.9387,1.1958,1.0152,50.1
-0.1354,-0.8238,0.2435,50.1
-1.3436,-0.4846,-0.2944,50.1
0.2631,-1.0399,0.2664,50.0
0.0826,1.6713,0.6441,49.9
-1.4165,0.516,-0.0634,49.9
-1.4165,0.516,-0.0634,49.9
0.4299,-0.9206,-0.4702,49.8
-0.1755,1.5161,-0.0093,49.7
-0.528,0.7245,-0.0089,49.4
0.6363,-0.4756,0.5057,49.4
-0.9575,0.2214,-0.3696,49.4
0.2068,-1.0201,0.2274,49.4
-0.1026,-1.2647,-0.4771,49.4
0.0335,-1.5409,-0.0072,49.4
-1.3001,1.0836,0.421,49.3
-0.2362,1.131,0.0065,49.3
-0.6809,-1.536,0.2744,49.3
0.1049,0.6293,-0.1557,49.2
0.1049,0.6293,-0.1557,49.2
-1.2097,-1.1107,0.3908,49.1
-1.2633,-1.0989,0.0855,49.1
-0.2033,1.4881,0.6726,49.1
-0.2033,1.4881,0.6726,49.1
-0.1193,1.6922,0.3786,49.0
-1.4719,0.8457,0.3341,49.0
-0.6233,-0.9809,-0.2647,48.9
