Timestamp,X,Y,Z,Qx,Qy,Qz,Qw,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
57405.564,0.00035536766068663327,0.010246147662788701,2.0442999072200174,-0.00014588641523160988,-0.0002898486776554559,-0.7070607240890527,-0.7071527608342921,-6.96758007414644e-05,5.2883306937090424e-05,9.764446782067893e-05,2.695302967925528e-05,5.8311379002695674e-05,-8.737410879700036e-05
57415.046,-0.002141299436590381,0.010248892161107578,2.044297296915547,-5.956429971138496e-06,-0.00014990222673154135,-0.7067217733623424,-0.7074915635888739,-0.0016094484511661733,-0.004062844377774155,0.0035777085458486013,2.7678504461725595e-05,5.882264948642302e-05,-8.610741939918398e-05
57415.546,-0.08460647067310073,0.013043192466335018,2.0410013599953976,0.00469898905149,0.004403912565122298,-0.6954007073188972,-0.7185933351460962,-0.03382077773151693,-0.09016195771330615,0.07637903424220127,4.285510154211636e-05,6.951820695988431e-05,-5.960891324896522e-05
57416.046,-0.15451464368010906,0.019566029427922904,2.033258549868819,0.008835465988530446,0.008177744776544774,-0.6855597497141446,-0.7279168143428303,-0.059934722287739994,-0.1599630966886707,0.1353995659927847,5.515887239493367e-05,7.818916968282963e-05,-3.81263947373256e-05
57416.546,-0.22592535377808262,0.03028407236571272,2.0204713477236913,0.013235223357492389,0.011974006301922377,-0.6751954541863157,-0.7374229116876515,-0.08810248068222837,-0.23525396722030134,0.1990619543150718,6.843031244851971e-05,8.754208355821191e-05,-1.495431347819931e-05
57417.046,-0.28509842661619156,0.04241097211877104,2.005916126066844,0.01704334283485011,0.015090678196239798,-0.6663024030655563,-0.7453340885573772,-0.11195462910304066,-0.29900944939569474,0.25297056548375085,7.966842119966344e-05,9.54620305924081e-05,4.667550090431405e-06
57417.546,-0.3253721530522587,0.048979250707477134,1.99894547403337,0.02733970320598024,0.02413982475161016,-0.6637369241819283,-0.7470763715759476,-0.11809056558618014,-0.3206241566765513,0.24716352665305852,7.709559769164542e-05,9.384832196879245e-05,-6.633602556149754e-07
57418.046,-0.49456465389411797,0.08233290655945855,1.9577147074988104,0.07194830513603612,0.062083223173060406,-0.6513346368274755,-0.7528162495970155,-0.14565257086151373,-0.41771523272997424,0.22107889633609723,6.553871995595983e-05,8.659970716440313e-05,-2.4609268986175437e-05
57418.546,-0.6336125977333551,0.11714097619152836,1.908184606281533,0.11057501292415424,0.09334714355279641,-0.6389828489967182,-0.7554868602400666,-0.16760381451826234,-0.49504160453789314,0.20030428033336456,5.633446256414487e-05,8.08266844032346e-05,-4.36805413706054e-05
57419.046,-0.7942278191886779,0.16660171578870714,1.830687065150287,0.15812060014893983,0.12989829309410905,-0.6218682060948764,-0.7559128544403227,-0.19399124665836354,-0.5879950799829157,0.1753312638398432,4.527009099675183e-05,7.388697161037072e-05,-6.660597995278295e-05
57419.546,-0.8501633455788297,0.18642408443091257,1.797807169626617,0.17560875531713063,0.14282331223535835,-0.6150684084956292,-0.7552839991743127,-0.20394509808375894,-0.6230589346026996,0.16591095743873208,4.109639534721765e-05,7.126918083777412e-05,-7.52538988635365e-05
57420.046,-0.9308685621390641,0.25448082646188674,1.739760815413279,0.21197571859700523,0.16342712961094144,-0.5887377099034389,-0.7627226081414304,-0.2604570663397272,-0.6723527256704624,0.12282290470828094,4.6580982388633174e-05,7.580238289150998e-05,-6.83213393815052e-05
57420.546,-1.0545994788011028,0.3982445975952058,1.6160204759876071,0.28065747801291674,0.19573425245604495,-0.5379079566281385,-0.7704378707248517,-0.35185557000994194,-0.7520770545709228,0.05313530281861745,5.545136974571818e-05,8.313407006532714e-05,-5.710908928158176e-05
57421.046,-1.127975810541811,0.5269520230967446,1.501918265315093,0.33702194076549674,0.21630953271295741,-0.4953224548312406,-0.7708969212807337,-0.43254713453654237,-0.8224620233749631,-0.008388698106578829,6.328262961563524e-05,8.960688055026367e-05,-4.721031476950799e-05
57421.546,-1.185127905304511,0.7027590994993583,1.337780438334413,0.4104113110059003,0.23560358033025292,-0.43895730103076597,-0.7637866171947303,-0.5301599361638543,-0.9076069085671143,-0.0828144467338916,7.275612390955644e-05,9.743706109688333e-05,-3.5235736774552606e-05
