Timestamp,X,Y,Z,Qx,Qy,Qz,Qw,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
57422.046,-1.193402801664483,0.7422202059457301,1.2971434784592395,0.4274493760011197,0.23937199125295758,-0.4263197005974746,-0.7604206688684407,-0.5490068110061586,-0.9251151633878791,-0.09936095254214017,7.348949889163237e-05,9.551279713004845e-05,-3.171768411913689e-05
57422.546,-1.2120932459185663,0.8983770160177298,1.1120791299710073,0.5002966715532189,0.2538396300344806,-0.3749158737496627,-0.7380425260560906,-0.6342937525325549,-1.0108970129576926,-0.18758362799026784,7.008957361964718e-05,6.573649947849702e-05,-8.402817479158387e-06
57423.046,-1.1974780597110743,1.024059865788142,0.9445110464319828,0.5611266112456326,0.26044909412894596,-0.3311336411412563,-0.7124982155935115,-0.7034283144871178,-1.0804327529812827,-0.25909792915390195,6.73335575056555e-05,4.15994987239543e-05,1.0496475767673985e-05
57423.546,-1.1549125867715975,1.1400455284047892,0.7667014660795723,0.6214399054280584,0.2618287144456036,-0.2870471031061619,-0.6803397157535997,-0.7725628763048507,-1.1499684928679645,-0.3306122301749834,6.45775389029879e-05,1.7462496820996876e-05,2.9395770487106176e-05
57424.046,-1.07991388381605,1.2461362634681732,0.5694315192134414,0.684074577546873,0.25732509054072605,-0.2406314000895727,-0.6386879515250043,-0.8523253407867504,-1.230193807631144,-0.41312026588398787,6.139784650294189e-05,-1.0385037183091583e-05,5.120041070227899e-05
57424.546,-1.0535249612529567,1.270918737686535,0.5263354960056577,0.6981362178355766,0.2539184047283569,-0.2291359307466893,-0.6289896583627512,-0.8758983605395958,-1.2467497080015404,-0.43360597260128486,5.815778400286575e-05,-1.4081946704713744e-05,4.689815705649636e-05
57425.046,-0.8991446749571654,1.3733336623463108,0.32348469738117297,0.7631089667748285,0.22992223951477847,-0.17451846827786105,-0.5782246733185226,-0.9848801560068852,-1.3190040095761253,-0.5259787146990913,4.180022527933147e-05,-2.845732771294962e-05,2.0569484660448722e-05
57425.546,-0.7689029842709063,1.421512329565829,0.17569340262085617,0.807517131282754,0.20686828779341532,-0.1373237166959783,-0.535036252064376,-1.0728432760340372,-1.3773230506118335,-0.6005360714182926,2.8597451475320668e-05,-4.006020630420437e-05,-6.813325761356737e-07
57426.046,-0.5925507274188881,1.4453372455949915,-0.005119487028207859,0.858291105989945,0.17177962183067608,-0.09510282547887097,-0.47411347954704175,-1.178514975638171,-1.4473827777318187,-0.6901031831805655,1.2736719026129606e-05,-5.3998964855139775e-05,-2.62103241484013e-05
57426.546,-0.5572983122381201,1.4448480607795258,-0.03955391962001714,0.8674977746281056,0.16422130499985615,-0.08753508736465346,-0.46132047697830536,-1.1961195966899139,-1.4590405705676561,-0.7053368358078229,1.013806207872392e-05,-5.6275826088914016e-05,-3.044484044334439e-05
57427.046,-0.5115306124535847,1.417901171578921,-0.10709667715927962,0.8877589460381357,0.1580885425175842,-0.07598179909776873,-0.42558058303897084,-1.2178522075701643,-1.4710758578735748,-0.7767664448256264,1.4300220647633921e-05,-5.144661011957652e-05,-3.2544350308860714e-05
57427.546,-0.43829146657576845,1.3628752163790523,-0.2072340594977739,0.9168557807991337,0.14688672556233412,-0.058899699027254504,-0.3665113811647399,-1.2536099161196876,-1.4908780941553683,-0.8942930114520475,2.1148420991323746e-05,-4.3500871787394146e-05,-3.599876994542228e-05
57428.046,-0.38129863758097265,1.309601627737631,-0.27873032197496633,0.9368911279716109,0.13691856630206822,-0.04668626773365139,-0.3182902966396721,-1.2801038596456085,-1.505550156520692,-0.981371919627402,2.6222456027014118e-05,-3.761364544985213e-05,-3.8558256705734095e-05
57428.546,-0.3274646674110472,1.2502068556325754,-0.3410836398649882,0.953780899572656,0.12638028309084043,-0.03596969673867256,-0.2702521055843633,-1.306866826534363,-1.5203712011388593,-1.0693350397072994,3.1348017467180966e-05,-3.1666626516546614e-05,-4.1143732133264166e-05
57429.046,-0.27833161728696554,1.187422992913098,-0.3933396612568471,0.9674133147466184,0.11566569980459862,-0.02688728268672952,-0.22362915366605562,-1.3333111866449698,-1.5350158047413442,-1.1562509797075462,3.641255066799687e-05,-2.5790412358617232e-05,-4.369842372486943e-05
57429.546,-0.22845896583034736,1.1140175921798499,-0.4413077956176334,0.9793453506515857,0.10350904521759802,-0.018393239571898617,-0.17271436087747516,-1.3597555467492937,-1.5496604083330032,-1.2431669196699957,4.1477091521358034e-05,-1.991420239288999e-05,-4.6253119220907024e-05
57430.046,-0.18530222945522634,1.0410863734604667,-0.4779593508196454,0.9878714223188743,0.0917001597718326,-0.011708988047033117,-0.12475589470008625,-1.386518513603174,-1.564481452936974,-1.331130039657367,4.660264904643441e-05,-1.396719167967575e-05,-4.88385938703928e-05
57430.546,-0.1437855290482481,0.9606512007278412,-0.5079072782805094,0.9941203543847159,0.07888265899177399,-0.005984293107663997,-0.07393534570417268,-1.4129628737108622,-1.579126056531667,-1.41804597962724,5.1667188027515465e-05,-8.090976584718135e-06,-5.139328452585801e-05
57431.046,-0.1056813803616668,0.8752836039407292,-0.5293189270112664,0.9976229953272487,0.06542516779226337,-0.0015216076733208465,-0.021577565287380057,-1.4394072338128874,-1.5937706601269142,-1.5049619196009525,5.6731729350723015e-05,-2.2147599896271686e-06,-5.3947978312152145e-05
57431.546,-0.06922700557759681,0.7792022443554529,-0.5419529683226649,0.9980728654389234,0.0503624616540404,0.001732745460048056,0.036210154982458685,-1.4713583456879684,-1.6114648439117474,-1.6099771633216866,6.285089918289799e-05,4.88511373930578e-06,-5.7034657032772884e-05
57432.046,-0.038369837797468886,0.6812061261072129,-0.5431012979448502,0.9948880442118502,0.034994518680375064,0.003247774738000052,0.09467108907105581,-1.500591709018786,-1.6276539676438446,-1.7060598532701547,6.844958134699652e-05,1.1381072726912578e-05,-5.985879188408205e-05
57432.546,-0.03573054268578085,0.6718195003189962,-0.542600365123818,0.9943897593263815,0.03351866455956848,0.0032989184030933066,0.10027274211037154,-1.5030106721032812,-1.628993563509769,-1.7140103746316768,6.891285339438724e-05,1.191859004645579e-05,-6.009247596416856e-05
