Timestamp,X,Y,Z,Qx,Qy,Qz,Qw,Joint1,Joint2,Joint3,Joint4,Joint5,Joint6
57581.348,9.602081509679432e-05,0.010246232618088505,2.0442999569437554,-2.6646181133858006e-05,-0.0001706697591077442,-0.7071340834579608,-0.7070794567613201,8.714873332227313e-05,-1.872702758110023e-05,-4.3868262248558665e-05,6.312534727381802e-05,-6.572298270413057e-05,-7.299185106734996e-05
57588.828,0.05506708804795204,0.009151918442614895,2.0432475238726515,0.016479893904994578,0.016294592304688164,0.6999142527438945,0.7138507814413738,-0.022716918786544582,0.02099424601166433,0.03203514016344666,6.0824655702340635e-05,-5.5064190012110714e-05,-7.185084180960644e-05
57589.328,0.26810082901404336,-0.015969260878262878,2.0189238328814754,0.08397000435151679,0.07626947548814315,0.6674839885474343,0.7359328301623583,-0.0974306787195669,0.08983978076399524,0.13713671170782948,5.32868193614533e-05,-2.0142422981095365e-05,-6.81125068835442e-05
57589.828,0.43203358621449506,-0.05950672737430116,1.9762649545833715,0.1412807488626623,0.1203762160525096,0.6369991972382463,0.7481853642831535,-0.16013632229223607,0.14762034979236738,0.22534618864537403,4.696046704388834e-05,9.16666171324465e-06,-6.497500600666228e-05
57590.328,0.5945346289567328,-0.1272213270714134,1.9085909578404276,0.20499952753432743,0.16303851562950894,0.6005568073688556,0.7554635380049495,-0.22807726219202973,0.21022502050728953,0.32092027782607957,4.010593595893397e-05,4.092276609668488e-05,-6.157554932428866e-05
57590.828,0.6380769186691998,-0.15872553180361887,1.8876262226751352,0.2208163412993463,0.16995970779198014,0.5856351726104247,0.7611736239150648,-0.2591391275358381,0.23895490544140685,0.32536962376869116,3.9905844404053425e-05,4.5650673022201715e-05,-5.3649569577096656e-05
57591.328,0.7510680538903629,-0.2667801592446404,1.8187810536723574,0.26692652610880363,0.18597957879528848,0.540479624514913,0.7759146869436304,-0.35389513103270254,0.32660612134987943,0.33564398249627203,3.9542032792105886e-05,5.925052347421911e-05,-2.8935366083615577e-05
57591.828,0.8225954940937703,-0.36264341278913287,1.7575978754277535,0.30306247107950296,0.19522480704381207,0.5050720676958609,0.7841827719169298,-0.4290672636964148,0.3961418614369965,0.3437948692902184,3.925341261190596e-05,7.003960455875813e-05,-9.329015982828537e-06
57592.328,0.8933266690388363,-0.49998407580727056,1.6681400785379616,0.35054135332357417,0.203231237639034,0.4585321511997046,0.7909273607443073,-0.5199810754640284,0.4802389724398566,0.3536526205815882,3.890435121789437e-05,8.308800001888272e-05,1.4383067051149112e-05
57592.828,0.9113283369746286,-0.5494212617670866,1.635452740785905,0.36653036043797654,0.20475437338514382,0.4426249519158014,0.7923473312874845,-0.5518810903334286,0.51018902869653,0.35586308807026423,3.8303812014639504e-05,8.705816281739942e-05,2.243923914857504e-05
57593.328,0.9294560269375436,-0.6338308327078793,1.595563752951993,0.37539407391838586,0.1962631560160379,0.4196700492451588,0.8027684053474868,-0.609198031351295,0.5909487292137108,0.283706623760815,8.073188475954396e-06,5.709905656825498e-05,2.0817776025694457e-05
57593.828,0.9382178093393307,-0.7135102819555166,1.554825484282862,0.3834139810988551,0.18811029519894631,0.39822698265199985,0.8118026276293864,-0.6585890044198335,0.6605407228329945,0.2215281836255567,-1.7977049297179803e-05,3.128278941755269e-05,1.9420531978120437e-05
57594.328,0.9391423838995155,-0.7918082125673547,1.5117569009284326,0.3910552353219469,0.1798925914376821,0.3771509296932174,0.8200436785346705,-0.7085346440294398,0.7309142428687485,0.15865147216879283,-4.43198333490713e-05,5.176603294465565e-06,1.8007596120916958e-05
57594.828,0.9322463148239974,-0.8713778321356123,1.4646677069161005,0.3986528912854438,0.17124929909520326,0.35551599050299637,0.8278634732405046,-0.7618668906999737,0.8060594999722719,0.09151135119209819,-7.244881307411077e-05,-2.2699735180431446e-05,1.6498853420365833e-05
57595.328,0.9217293221144094,-0.9310759546494052,1.426918797635128,0.4042848030832347,0.16451294457047314,0.339004425320205,0.8334058367194344,-0.7979638098445312,0.8569201413095904,0.046068834345806664,-9.148738028041947e-05,-4.15673058480337e-05,1.5477692623555583e-05
57595.828,0.9672989469135315,-0.9880535681007188,1.3292054462147347,0.44649591582638815,0.18033439254250114,0.32813799030025986,0.8126785116750588,-0.8031132889781896,0.8984421294069795,0.10599958344475535,-7.849319170283309e-05,-3.104663948949593e-05,1.7536237478132932e-05
